,FID,FID_1,FID_,TA_DATE,TRACKID,Name,Shape_Leng,Distance,LATITUDE,LONGITUDE,TA_DATE2,ZTIME,LOCALTIME,ORBIT_NAME,FLAG_TRUE_
118,118,341305,831707,Fri Sep  1 17:01:22 2017,SENTINEL-2A_40697,RELATIVE ORBIT 26,0.6221728485320001,0.01658284,44.1884003,-89.4599991,2017-09-01 17:01:22,-6,2017-09-01 11:01:22,R026,1
119,119,341313,831724,Fri Sep  1 18:42:04 2017,SENTINEL-2A_40697,RELATIVE ORBIT 27,0.6221728485320001,0.01656123,44.1852989,-114.6360016,2017-09-01 18:42:04,-8,2017-09-01 10:42:04,R027,1
120,120,341321,831742,Fri Sep  1 20:22:46 2017,SENTINEL-2A_40697,RELATIVE ORBIT 28,0.6221728485320001,0.01665537,44.1831017,-139.8119965,2017-09-01 20:22:46,-9,2017-09-01 11:22:46,R028,1
121,121,341330,831761,Fri Sep  1 22:03:28 2017,SENTINEL-2A_40697,RELATIVE ORBIT 29,0.6221728485320001,0.01668063,44.1800995,-164.9880066,2017-09-01 22:03:28,-11,2017-09-01 11:03:28,R029,1
122,122,341339,831779,Fri Sep  1 23:44:10 2017,SENTINEL-2A_40697,RELATIVE ORBIT 30,0.6221728485320001,0.01672484,44.1771011,169.8359985,2017-09-01 23:44:10,11,2017-09-02 10:44:10,R030,1
123,123,341347,831797,Sat Sep  2 01:24:51 2017,SENTINEL-2A_40697,RELATIVE ORBIT 31,0.6221728485320001,0.01691998,44.2324982,144.6820068,2017-09-02 01:24:51,10,2017-09-02 11:24:51,R031,1
124,124,341355,831814,Sat Sep  2 03:05:34 2017,SENTINEL-2A_40697,RELATIVE ORBIT 32,0.6221728485320001,0.0168432,44.1711006,119.4840012,2017-09-02 03:05:34,8,2017-09-02 11:05:34,R032,1
125,125,341364,831832,Sat Sep  2 04:46:16 2017,SENTINEL-2A_40697,RELATIVE ORBIT 33,0.6221728485320001,0.01710423,44.1677017,94.30809780000001,2017-09-02 04:46:16,6,2017-09-02 10:46:16,R033,1
126,126,341374,831851,Sat Sep  2 06:26:58 2017,SENTINEL-2A_40697,RELATIVE ORBIT 34,0.6221728485320001,0.01714233,44.1646996,69.132103,2017-09-02 06:26:58,5,2017-09-02 11:26:58,R034,1
127,127,341383,831869,Sat Sep  2 08:07:40 2017,SENTINEL-2A_40697,RELATIVE ORBIT 35,0.6221728485320001,0.01715734,44.1615982,43.9561005,2017-09-02 08:07:40,3,2017-09-02 11:07:40,R035,1
128,128,341392,831887,Sat Sep  2 09:48:22 2017,SENTINEL-2A_40697,RELATIVE ORBIT 36,0.6221728485320001,0.01714947,44.1585007,18.7801991,2017-09-02 09:48:22,1,2017-09-02 10:48:22,R036,1
129,129,341401,831905,Sat Sep  2 11:29:04 2017,SENTINEL-2A_40697,RELATIVE ORBIT 37,0.6221728485320001,0.01712062,44.1553993,-6.3957601,2017-09-02 11:29:04,0,2017-09-02 11:29:04,R037,1
130,130,341411,831924,Sat Sep  2 13:09:46 2017,SENTINEL-2A_40697,RELATIVE ORBIT 38,0.6221728485320001,0.01698699,44.1517982,-31.5716991,2017-09-02 13:09:46,-2,2017-09-02 11:09:46,R038,1
131,131,341420,831942,Sat Sep  2 14:50:28 2017,SENTINEL-2A_40697,RELATIVE ORBIT 39,0.6221728485320001,0.01693864,44.1487999,-56.7476997,2017-09-02 14:50:28,-4,2017-09-02 10:50:28,R039,1
132,132,341429,831960,Sat Sep  2 16:31:10 2017,SENTINEL-2A_40697,RELATIVE ORBIT 40,0.6221728485320001,0.01689587,44.1456985,-81.9235992,2017-09-02 16:31:10,-5,2017-09-02 11:31:10,R040,1
133,133,341438,831979,Sat Sep  2 18:11:52 2017,SENTINEL-2A_40697,RELATIVE ORBIT 41,0.6221728485320001,0.01686694,44.1427002,-107.098999,2017-09-02 18:11:52,-7,2017-09-02 11:11:52,R041,1
134,134,341447,831998,Sat Sep  2 19:52:33 2017,SENTINEL-2A_40697,RELATIVE ORBIT 42,0.6221728485320001,0.01697347,44.1977997,-132.2539978,2017-09-02 19:52:33,-9,2017-09-02 10:52:33,R042,1
135,135,341455,832016,Sat Sep  2 21:33:15 2017,SENTINEL-2A_40697,RELATIVE ORBIT 43,0.6221728485320001,0.01699128,44.1948013,-157.4299927,2017-09-02 21:33:15,-10,2017-09-02 11:33:15,R043,1
136,136,341464,832034,Sat Sep  2 23:13:57 2017,SENTINEL-2A_40697,RELATIVE ORBIT 44,0.6221728485320001,0.01703039,44.1917992,177.3939972,2017-09-02 23:13:57,12,2017-09-03 11:13:57,R044,1
137,137,341472,832052,Sun Sep  3 00:54:38 2017,SENTINEL-2A_40697,RELATIVE ORBIT 45,0.6221728485320001,0.01721401,44.2472,152.2389984,2017-09-03 00:54:38,10,2017-09-03 10:54:38,R045,1
138,138,341481,832071,Sun Sep  3 02:35:21 2017,SENTINEL-2A_40697,RELATIVE ORBIT 46,0.6221728485320001,0.01714356,44.1856995,127.0419998,2017-09-03 02:35:21,8,2017-09-03 10:35:21,R046,1
139,139,341489,832088,Sun Sep  3 04:16:03 2017,SENTINEL-2A_40697,RELATIVE ORBIT 47,0.6221728485320001,0.0171991,44.1827011,101.8659973,2017-09-03 04:16:03,7,2017-09-03 11:16:03,R047,1
140,140,341497,832106,Sun Sep  3 05:56:45 2017,SENTINEL-2A_40697,RELATIVE ORBIT 48,0.6221728485320001,0.01719529,44.1801987,76.6902008,2017-09-03 05:56:45,5,2017-09-03 10:56:45,R048,1
141,141,341505,832124,Sun Sep  3 07:37:27 2017,SENTINEL-2A_40697,RELATIVE ORBIT 49,0.6221728485320001,0.017217,44.1771011,51.5141983,2017-09-03 07:37:27,3,2017-09-03 10:37:27,R049,1
142,142,341514,832143,Sun Sep  3 09:18:09 2017,SENTINEL-2A_40697,RELATIVE ORBIT 50,0.6221728485320001,0.01721496,44.1739006,26.3383007,2017-09-03 09:18:09,2,2017-09-03 11:18:09,R050,1
143,143,341522,832160,Sun Sep  3 10:58:51 2017,SENTINEL-2A_40697,RELATIVE ORBIT 51,0.6221728485320001,0.01719068,44.1707993,1.16231,2017-09-03 10:58:51,0,2017-09-03 10:58:51,R051,1
144,144,341531,832178,Sun Sep  3 12:39:33 2017,SENTINEL-2A_40697,RELATIVE ORBIT 52,0.6221728485320001,0.01691202,44.1674004,-24.0135002,2017-09-03 12:39:33,-2,2017-09-03 10:39:33,R052,1
145,145,341540,832196,Sun Sep  3 14:20:15 2017,SENTINEL-2A_40697,RELATIVE ORBIT 53,0.6221728485320001,0.01686338,44.164299,-49.1893997,2017-09-03 14:20:15,-3,2017-09-03 11:20:15,R053,1
146,146,341550,832215,Sun Sep  3 16:00:57 2017,SENTINEL-2A_40697,RELATIVE ORBIT 54,0.6221728485320001,0.0168173,44.1612015,-74.36530299999998,2017-09-03 16:00:57,-5,2017-09-03 11:00:57,R054,1
147,147,341559,832233,Sun Sep  3 17:41:39 2017,SENTINEL-2A_40697,RELATIVE ORBIT 55,0.6221728485320001,0.0167835,44.1581993,-99.5411987,2017-09-03 17:41:39,-7,2017-09-03 10:41:39,R055,1
148,148,341568,832251,Sun Sep  3 19:22:21 2017,SENTINEL-2A_40697,RELATIVE ORBIT 56,0.6221728485320001,0.01676934,44.155201,-124.7170029,2017-09-03 19:22:21,-8,2017-09-03 11:22:21,R056,1
149,149,341577,832269,Sun Sep  3 21:03:03 2017,SENTINEL-2A_40697,RELATIVE ORBIT 57,0.6221728485320001,0.0168885,44.1531982,-149.8930054,2017-09-03 21:03:03,-10,2017-09-03 11:03:03,R057,1
150,150,341587,832288,Sun Sep  3 22:43:45 2017,SENTINEL-2A_40697,RELATIVE ORBIT 58,0.6221728485320001,0.01692184,44.1501999,-175.0690002,2017-09-03 22:43:45,-12,2017-09-03 10:43:45,R058,1
151,151,341596,832306,Mon Sep  4 00:24:26 2017,SENTINEL-2A_40697,RELATIVE ORBIT 59,0.6221728485320001,0.01712528,44.2056007,159.7769928,2017-09-04 00:24:26,11,2017-09-04 11:24:26,R059,1
152,152,341605,832324,Mon Sep  4 02:05:09 2017,SENTINEL-2A_40697,RELATIVE ORBIT 60,0.6221728485320001,0.01703159,44.1441994,134.5789948,2017-09-04 02:05:09,9,2017-09-04 11:05:09,R060,1
153,153,341614,832342,Mon Sep  4 03:45:51 2017,SENTINEL-2A_40697,RELATIVE ORBIT 61,0.6221728485320001,0.01708942,44.141201,109.4029999,2017-09-04 03:45:51,7,2017-09-04 10:45:51,R061,1
154,154,341623,832361,Mon Sep  4 05:26:32 2017,SENTINEL-2A_40697,RELATIVE ORBIT 62,0.6221728485320001,0.01739308,44.1959991,84.2482986,2017-09-04 05:26:32,6,2017-09-04 11:26:32,R062,1
155,155,341631,832379,Mon Sep  4 07:07:14 2017,SENTINEL-2A_40697,RELATIVE ORBIT 63,0.6221728485320001,0.01742215,44.1929016,59.0723,2017-09-04 07:07:14,4,2017-09-04 11:07:14,R063,1
156,156,341639,832396,Mon Sep  4 08:47:56 2017,SENTINEL-2A_40697,RELATIVE ORBIT 64,0.6221728485320001,0.01742886,44.1898003,33.8963013,2017-09-04 08:47:56,2,2017-09-04 10:47:56,R064,1
157,157,341647,832414,Mon Sep  4 10:28:38 2017,SENTINEL-2A_40697,RELATIVE ORBIT 65,0.6221728485320001,0.01741248,44.1866989,8.7203598,2017-09-04 10:28:38,1,2017-09-04 11:28:38,R065,1
158,158,341656,832433,Mon Sep  4 12:09:20 2017,SENTINEL-2A_40697,RELATIVE ORBIT 66,0.6221728485320001,0.01723888,44.1833992,-16.4554996,2017-09-04 12:09:20,-1,2017-09-04 11:09:20,R066,1
159,159,341664,832451,Mon Sep  4 13:50:02 2017,SENTINEL-2A_40697,RELATIVE ORBIT 67,0.6221728485320001,0.01719346,44.1803017,-41.6314011,2017-09-04 13:50:02,-3,2017-09-04 10:50:02,R067,1
160,160,341672,832469,Mon Sep  4 15:30:44 2017,SENTINEL-2A_40697,RELATIVE ORBIT 68,0.6221728485320001,0.01714759,44.1772003,-66.8072968,2017-09-04 15:30:44,-4,2017-09-04 11:30:44,R068,1
161,161,341680,832487,Mon Sep  4 17:11:26 2017,SENTINEL-2A_40697,RELATIVE ORBIT 69,0.6221728485320001,0.01711038,44.1741982,-91.9832001,2017-09-04 17:11:26,-6,2017-09-04 11:11:26,R069,1
162,162,341689,832505,Mon Sep  4 18:52:08 2017,SENTINEL-2A_40697,RELATIVE ORBIT 70,0.6221728485320001,0.01709189,44.1711006,-117.1589966,2017-09-04 18:52:08,-8,2017-09-04 10:52:08,R070,1
163,163,341698,832523,Mon Sep  4 20:32:50 2017,SENTINEL-2A_40697,RELATIVE ORBIT 71,0.6221728485320001,0.01708275,44.1688995,-142.3350067,2017-09-04 20:32:50,-9,2017-09-04 11:32:50,R071,1
164,164,341707,832541,Mon Sep  4 22:13:32 2017,SENTINEL-2A_40697,RELATIVE ORBIT 72,0.6221728485320001,0.01711121,44.1659012,-167.5110016,2017-09-04 22:13:32,-11,2017-09-04 11:13:32,R072,1
165,165,341716,832559,Mon Sep  4 23:54:13 2017,SENTINEL-2A_40697,RELATIVE ORBIT 73,0.6221728485320001,0.01730322,44.2212982,167.3350067,2017-09-04 23:54:13,11,2017-09-05 10:54:13,R073,1
166,166,341726,832578,Tue Sep  5 01:34:56 2017,SENTINEL-2A_40697,RELATIVE ORBIT 74,0.6221728485320001,0.01721771,44.1598015,142.1369934,2017-09-05 01:34:56,9,2017-09-05 10:34:56,R074,1
167,167,341735,832596,Tue Sep  5 03:15:38 2017,SENTINEL-2A_40697,RELATIVE ORBIT 75,0.6221728485320001,0.01727739,44.1567993,116.9609985,2017-09-05 03:15:38,8,2017-09-05 11:15:38,R075,1
168,168,341744,832614,Tue Sep  5 04:56:20 2017,SENTINEL-2A_40697,RELATIVE ORBIT 76,0.6221728485320001,0.01723066,44.1531982,91.785202,2017-09-05 04:56:20,6,2017-09-05 10:56:20,R076,1
169,169,341753,832632,Tue Sep  5 06:37:02 2017,SENTINEL-2A_40697,RELATIVE ORBIT 77,0.6221728485320001,0.01726464,44.1501007,66.6091995,2017-09-05 06:37:02,4,2017-09-05 10:37:02,R077,1
170,170,341763,832650,Tue Sep  5 08:17:44 2017,SENTINEL-2A_40697,RELATIVE ORBIT 78,0.6221728485320001,0.01727621,44.1469994,41.4332008,2017-09-05 08:17:44,3,2017-09-05 11:17:44,R078,1
171,171,341772,832668,Tue Sep  5 09:58:26 2017,SENTINEL-2A_40697,RELATIVE ORBIT 79,0.6221728485320001,0.01726425,44.1439018,16.2572002,2017-09-05 09:58:26,1,2017-09-05 10:58:26,R079,1
172,172,341781,832687,Tue Sep  5 11:39:08 2017,SENTINEL-2A_40697,RELATIVE ORBIT 80,0.622173194258,0.01716205,44.1402016,-8.9188604,2017-09-05 11:39:08,-1,2017-09-05 10:39:08,R080,1
173,173,341789,832705,Tue Sep  5 13:19:49 2017,SENTINEL-2A_40697,RELATIVE ORBIT 81,0.6221728485320001,0.01727514,44.1954994,-34.0733986,2017-09-05 13:19:49,-2,2017-09-05 11:19:49,R081,1
174,174,341798,832724,Tue Sep  5 15:00:31 2017,SENTINEL-2A_40697,RELATIVE ORBIT 82,0.6221728485320001,0.01722719,44.1924019,-59.2494011,2017-09-05 15:00:31,-4,2017-09-05 11:00:31,R082,1
175,175,341807,832743,Tue Sep  5 16:41:13 2017,SENTINEL-2A_40697,RELATIVE ORBIT 83,0.6221728485320001,0.01718596,44.1893005,-84.4253006,2017-09-05 16:41:13,-6,2017-09-05 10:41:13,R083,1
176,176,341815,832761,Tue Sep  5 18:21:55 2017,SENTINEL-2A_40697,RELATIVE ORBIT 84,0.6221728485320001,0.01716036,44.1862984,-109.6009979,2017-09-05 18:21:55,-7,2017-09-05 11:21:55,R084,1
177,177,341823,832779,Tue Sep  5 20:02:37 2017,SENTINEL-2A_40697,RELATIVE ORBIT 85,0.6221728485320001,0.01715631,44.1832008,-134.7769928,2017-09-05 20:02:37,-9,2017-09-05 11:02:37,R085,1
178,178,341832,832798,Tue Sep  5 21:43:19 2017,SENTINEL-2A_40697,RELATIVE ORBIT 86,0.6221719101959999,0.01719463,44.1805,-159.9530029,2017-09-05 21:43:19,-11,2017-09-05 10:43:19,R086,1
179,179,341841,832817,Tue Sep  5 23:24:01 2017,SENTINEL-2A_40697,RELATIVE ORBIT 87,0.6221719101959999,0.01723488,44.1775017,174.8710022,2017-09-05 23:24:01,12,2017-09-06 11:24:01,R087,1
180,180,341849,832835,Wed Sep  6 01:04:42 2017,SENTINEL-2A_40697,RELATIVE ORBIT 88,0.6221719101959999,0.0174271,44.2327995,149.7160034,2017-09-06 01:04:42,10,2017-09-06 11:04:42,R088,1
181,181,341857,832852,Wed Sep  6 02:45:25 2017,SENTINEL-2A_40697,RELATIVE ORBIT 89,0.6221719101959999,0.01734789,44.171299,124.5189972,2017-09-06 02:45:25,8,2017-09-06 10:45:25,R089,1
182,182,341867,832871,Wed Sep  6 04:26:07 2017,SENTINEL-2A_40697,RELATIVE ORBIT 90,0.6221719101959999,0.01740111,44.1682014,99.3429031,2017-09-06 04:26:07,7,2017-09-06 11:26:07,R090,1
183,183,341877,832890,Wed Sep  6 06:06:49 2017,SENTINEL-2A_40697,RELATIVE ORBIT 91,0.6221719101959999,0.01717982,44.1637001,74.16670229999998,2017-09-06 06:06:49,5,2017-09-06 11:06:49,R091,1
184,184,341886,832907,Wed Sep  6 07:47:31 2017,SENTINEL-2A_40697,RELATIVE ORBIT 92,0.622172255923,0.01719325,44.1604996,48.9906998,2017-09-06 07:47:31,3,2017-09-06 10:47:31,R092,1
185,185,341895,832925,Wed Sep  6 09:28:13 2017,SENTINEL-2A_40697,RELATIVE ORBIT 93,0.6221719101959999,0.01718388,44.157299,23.8146992,2017-09-06 09:28:13,2,2017-09-06 11:28:13,R093,1
186,186,341905,832944,Wed Sep  6 11:08:55 2017,SENTINEL-2A_40697,RELATIVE ORBIT 94,0.6221719101959999,0.01715294,44.1540985,-1.3613,2017-09-06 11:08:55,0,2017-09-06 11:08:55,R094,1
187,187,341915,832962,Wed Sep  6 12:49:37 2017,SENTINEL-2A_40697,RELATIVE ORBIT 95,0.6221719101959999,0.01696653,44.1506996,-26.5372009,2017-09-06 12:49:37,-2,2017-09-06 10:49:37,R095,1
188,188,341924,832980,Wed Sep  6 14:30:19 2017,SENTINEL-2A_40697,RELATIVE ORBIT 96,0.6221719101959999,0.01691355,44.1475983,-51.7131004,2017-09-06 14:30:19,-3,2017-09-06 11:30:19,R096,1
189,189,341933,832998,Wed Sep  6 16:11:01 2017,SENTINEL-2A_40697,RELATIVE ORBIT 97,0.6221719101959999,0.0168643,44.1444016,-76.8889999,2017-09-06 16:11:01,-5,2017-09-06 11:11:01,R097,1
190,190,341943,833018,Wed Sep  6 17:51:43 2017,SENTINEL-2A_40697,RELATIVE ORBIT 98,0.622172255923,0.01682732,44.1413002,-102.0650024,2017-09-06 17:51:43,-7,2017-09-06 10:51:43,R098,1
191,191,341952,833037,Wed Sep  6 19:32:24 2017,SENTINEL-2A_40697,RELATIVE ORBIT 99,0.6221719101959999,0.01696966,44.1966019,-127.2200012,2017-09-06 19:32:24,-8,2017-09-06 11:32:24,R099,1
192,192,341960,833055,Wed Sep  6 21:13:06 2017,SENTINEL-2A_40697,RELATIVE ORBIT 100,0.6221719101959999,0.01687768,44.1943016,-152.3950043,2017-09-06 21:13:06,-10,2017-09-06 11:13:06,R100,1
193,193,341969,833074,Wed Sep  6 22:53:48 2017,SENTINEL-2A_40697,RELATIVE ORBIT 101,0.6221719101959999,0.01690958,44.1912003,-177.5709991,2017-09-06 22:53:48,-12,2017-09-06 10:53:48,R101,1
194,194,341978,833093,Thu Sep  7 00:34:30 2017,SENTINEL-2A_40697,RELATIVE ORBIT 102,0.6221719101959999,0.01695769,44.1882019,157.253006,2017-09-07 00:34:30,10,2017-09-07 10:34:30,R102,1
195,195,341987,833112,Thu Sep  7 02:15:12 2017,SENTINEL-2A_40697,RELATIVE ORBIT 103,0.6221719101959999,0.01701333,44.1850014,132.0769958,2017-09-07 02:15:12,9,2017-09-07 11:15:12,R103,1
196,196,341995,833130,Thu Sep  7 03:55:54 2017,SENTINEL-2A_40697,RELATIVE ORBIT 104,0.6221728485320001,0.01706667,44.1819,106.901001,2017-09-07 03:55:54,7,2017-09-07 10:55:54,R104,1
197,197,342003,833148,Thu Sep  7 05:36:36 2017,SENTINEL-2A_40697,RELATIVE ORBIT 105,0.6221728485320001,0.01704517,44.1787987,81.72480009999998,2017-09-07 05:36:36,5,2017-09-07 10:36:36,R105,1
198,198,342012,833167,Thu Sep  7 07:17:18 2017,SENTINEL-2A_40697,RELATIVE ORBIT 106,0.6221728485320001,0.01706673,44.1755981,56.5488014,2017-09-07 07:17:18,4,2017-09-07 11:17:18,R106,1
199,199,342021,833186,Thu Sep  7 08:58:00 2017,SENTINEL-2A_40697,RELATIVE ORBIT 107,0.6221728485320001,0.01706494,44.1724014,31.3728008,2017-09-07 08:58:00,2,2017-09-07 10:58:00,R107,1
200,200,342030,833204,Thu Sep  7 10:38:42 2017,SENTINEL-2A_40697,RELATIVE ORBIT 108,0.6221728485320001,0.01704053,44.1692009,6.1968498,2017-09-07 10:38:42,0,2017-09-07 10:38:42,R108,1
201,201,342039,833221,Thu Sep  7 12:19:24 2017,SENTINEL-2A_40697,RELATIVE ORBIT 109,0.6221728485320001,0.01683785,44.1655998,-18.9790993,2017-09-07 12:19:24,-1,2017-09-07 11:19:24,R109,1
202,202,342049,833240,Thu Sep  7 14:00:06 2017,SENTINEL-2A_40697,RELATIVE ORBIT 110,0.6221728485320001,0.01678601,44.1623993,-44.1551018,2017-09-07 14:00:06,-3,2017-09-07 11:00:06,R110,1
203,203,342059,833259,Thu Sep  7 15:40:48 2017,SENTINEL-2A_40697,RELATIVE ORBIT 111,0.6221728485320001,0.01673396,44.1591988,-69.3310013,2017-09-07 15:40:48,-5,2017-09-07 10:40:48,R111,1
204,204,342068,833277,Thu Sep  7 17:21:30 2017,SENTINEL-2A_40697,RELATIVE ORBIT 112,0.6221728485320001,0.01669345,44.1561012,-94.506897,2017-09-07 17:21:30,-6,2017-09-07 11:21:30,R112,1
205,205,342077,833295,Thu Sep  7 19:02:12 2017,SENTINEL-2A_40697,RELATIVE ORBIT 113,0.6221728485320001,0.01667135,44.1529999,-119.6829987,2017-09-07 19:02:12,-8,2017-09-07 11:02:12,R113,1
206,206,342087,833314,Thu Sep  7 20:42:54 2017,SENTINEL-2A_40697,RELATIVE ORBIT 114,0.6221728485320001,0.01653063,44.1501007,-144.8589935,2017-09-07 20:42:54,-10,2017-09-07 10:42:54,R114,1
207,207,342097,833333,Thu Sep  7 22:23:36 2017,SENTINEL-2A_40697,RELATIVE ORBIT 115,0.6221728485320001,0.01655434,44.1469994,-170.0350037,2017-09-07 22:23:36,-11,2017-09-07 11:23:36,R115,1
208,208,342106,833351,Fri Sep  8 00:04:17 2017,SENTINEL-2A_40697,RELATIVE ORBIT 116,0.6221728485320001,0.01675134,44.202301,164.8110046,2017-09-08 00:04:17,11,2017-09-08 11:04:17,R116,1
209,209,342115,833370,Fri Sep  8 01:45:00 2017,SENTINEL-2A_40697,RELATIVE ORBIT 117,0.6221728485320001,0.01664746,44.1408005,139.6130066,2017-09-08 01:45:00,9,2017-09-08 10:45:00,R117,1
210,210,342124,833389,Fri Sep  8 03:25:41 2017,SENTINEL-2A_40697,RELATIVE ORBIT 118,0.6221728485320001,0.01685885,44.1960983,114.4589996,2017-09-08 03:25:41,8,2017-09-08 11:25:41,R118,1
211,211,342133,833408,Fri Sep  8 05:06:23 2017,SENTINEL-2A_40697,RELATIVE ORBIT 119,0.6221728485320001,0.01668592,44.1921005,89.2826004,2017-09-08 05:06:23,6,2017-09-08 11:06:23,R119,1
212,212,342141,833426,Fri Sep  8 06:47:05 2017,SENTINEL-2A_40697,RELATIVE ORBIT 120,0.6221728485320001,0.01671121,44.1889,64.1064987,2017-09-08 06:47:05,4,2017-09-08 10:47:05,R120,1
213,213,342149,833444,Fri Sep  8 08:27:47 2017,SENTINEL-2A_40697,RELATIVE ORBIT 121,0.6221728485320001,0.0167138,44.1856003,38.9305,2017-09-08 08:27:47,3,2017-09-08 11:27:47,R121,1
214,214,342158,833463,Fri Sep  8 10:08:29 2017,SENTINEL-2A_40697,RELATIVE ORBIT 122,0.6221728485320001,0.0166931,44.1823997,13.7545004,2017-09-08 10:08:29,1,2017-09-08 11:08:29,R122,1
215,215,342167,833481,Fri Sep  8 11:49:11 2017,SENTINEL-2A_40697,RELATIVE ORBIT 123,0.6221728485320001,0.0162706,44.1781998,-11.4214001,2017-09-08 11:49:11,-1,2017-09-08 10:49:11,R123,1
216,216,342175,833499,Fri Sep  8 13:29:53 2017,SENTINEL-2A_40697,RELATIVE ORBIT 124,0.6221728485320001,0.01621678,44.1749992,-36.5974007,2017-09-08 13:29:53,-2,2017-09-08 11:29:53,R124,1
217,217,342183,833516,Fri Sep  8 15:10:35 2017,SENTINEL-2A_40697,RELATIVE ORBIT 125,0.6221728485320001,0.01616065,44.1717987,-61.7733002,2017-09-08 15:10:35,-4,2017-09-08 11:10:35,R125,1
218,218,342192,833534,Fri Sep  8 16:51:17 2017,SENTINEL-2A_40697,RELATIVE ORBIT 126,0.6221728485320001,0.01611231,44.1685982,-86.9493027,2017-09-08 16:51:17,-6,2017-09-08 10:51:17,R126,1
219,219,342202,833553,Fri Sep  8 18:31:59 2017,SENTINEL-2A_40697,RELATIVE ORBIT 127,0.6221728485320001,0.01608034,44.1654015,-112.125,2017-09-08 18:31:59,-7,2017-09-08 11:31:59,R127,1
220,220,342212,833572,Fri Sep  8 20:12:41 2017,SENTINEL-2A_40697,RELATIVE ORBIT 128,0.6221728485320001,0.01423513,44.1582985,-137.3009949,2017-09-08 20:12:41,-9,2017-09-08 11:12:41,R128,1
221,221,342221,833590,Fri Sep  8 21:53:23 2017,SENTINEL-2A_40697,RELATIVE ORBIT 129,0.6221719101959999,0.01424057,44.1549988,-162.477005,2017-09-08 21:53:23,-11,2017-09-08 10:53:23,R129,1
222,222,342230,833608,Fri Sep  8 23:34:04 2017,SENTINEL-2A_40697,RELATIVE ORBIT 130,0.6221719101959999,0.01441835,44.2100983,172.3690033,2017-09-08 23:34:04,11,2017-09-09 10:34:04,R130,1
223,223,342240,833627,Sat Sep  9 01:14:47 2017,SENTINEL-2A_40697,RELATIVE ORBIT 131,0.6221719101959999,0.01430491,44.1483994,147.1710052,2017-09-09 01:14:47,10,2017-09-09 11:14:47,R131,1
224,224,342250,833646,Sat Sep  9 02:55:29 2017,SENTINEL-2A_40697,RELATIVE ORBIT 132,0.6221719101959999,0.01434642,44.1450996,121.9950027,2017-09-09 02:55:29,8,2017-09-09 10:55:29,R132,1
225,225,342259,833756,Sat Sep  9 12:59:40 2017,SENTINEL-2A_40697,RELATIVE ORBIT 138,0.6221719101959999,0.01437882,44.1819,-29.0403996,2017-09-09 12:59:40,-2,2017-09-09 10:59:40,R138,1
226,226,342268,833775,Sat Sep  9 14:40:22 2017,SENTINEL-2A_40697,RELATIVE ORBIT 139,0.6221719101959999,0.01431273,44.1783981,-54.2164001,2017-09-09 14:40:22,-4,2017-09-09 10:40:22,R139,1
227,227,342277,833794,Sat Sep  9 16:21:04 2017,SENTINEL-2A_40697,RELATIVE ORBIT 140,0.6221719101959999,0.01425133,44.1749992,-79.3925018,2017-09-09 16:21:04,-5,2017-09-09 11:21:04,R140,1
228,228,342285,833812,Sat Sep  9 18:01:46 2017,SENTINEL-2A_40697,RELATIVE ORBIT 141,0.6221719101959999,0.0142038,44.1716003,-104.5680008,2017-09-09 18:01:46,-7,2017-09-09 11:01:46,R141,1
229,229,342294,833830,Sat Sep  9 19:42:28 2017,SENTINEL-2A_40697,RELATIVE ORBIT 142,0.6221719101959999,0.01417569,44.1682014,-129.7449951,2017-09-09 19:42:28,-9,2017-09-09 10:42:28,R142,1
230,230,342304,833849,Sat Sep  9 21:23:10 2017,SENTINEL-2A_40697,RELATIVE ORBIT 143,0.6221719101959999,0.01396194,44.168499,-154.9190063,2017-09-09 21:23:10,-10,2017-09-09 11:23:10,R143,1
231,231,342313,833867,Sun Sep 10 00:44:33 2017,SENTINEL-2A_40697,RELATIVE ORBIT 2,0.6221728485320001,0.01420379,44.2207985,154.75,2017-09-10 00:44:33,10,2017-09-10 10:44:33,R002,1
232,232,342322,833885,Sun Sep 10 02:25:16 2017,SENTINEL-2A_40697,RELATIVE ORBIT 3,0.6221728485320001,0.01412013,44.1593018,129.5529938,2017-09-10 02:25:16,9,2017-09-10 11:25:16,R003,1
233,233,342332,833904,Sun Sep 10 04:05:58 2017,SENTINEL-2A_40697,RELATIVE ORBIT 4,0.6221728485320001,0.01417996,44.1562004,104.3769989,2017-09-10 04:05:58,7,2017-09-10 11:05:58,R004,1
234,234,342342,833923,Sun Sep 10 05:46:40 2017,SENTINEL-2A_40697,RELATIVE ORBIT 5,0.6221728485320001,0.01417994,44.1511002,79.20020289999998,2017-09-10 05:46:40,5,2017-09-10 10:46:40,R005,1
235,235,342351,833941,Sun Sep 10 07:27:22 2017,SENTINEL-2A_40697,RELATIVE ORBIT 6,0.6221728485320001,0.01419419,44.1478004,54.0241013,2017-09-10 07:27:22,4,2017-09-10 11:27:22,R006,1
236,236,342360,833959,Sun Sep 10 09:08:04 2017,SENTINEL-2A_40697,RELATIVE ORBIT 7,0.6221728485320001,0.01418426,44.1444016,28.8481007,2017-09-10 09:08:04,2,2017-09-10 11:08:04,R007,1
237,237,342370,833978,Sun Sep 10 10:48:46 2017,SENTINEL-2A_40697,RELATIVE ORBIT 8,0.6221728485320001,0.01415329,44.1411018,3.67207,2017-09-10 10:48:46,0,2017-09-10 10:48:46,R008,1
