,FID,FID_1,FID_,TA_DATE,TRACKID,Name,Shape_Leng,Distance,LATITUDE,LONGITUDE,TA_DATE2,ZTIME,LOCALTIME,ORBIT_NAME,FLAG_TRUE_
238,238,342379,833997,Sun Sep 10 12:29:27 2017,SENTINEL-2A_40697,RELATIVE ORBIT 9,0.6221728485320001,0.01426678,44.1962013,-21.4825993,2017-09-10 12:29:27,-1,2017-09-10 11:29:27,R009,1
239,239,342387,834015,Sun Sep 10 14:10:09 2017,SENTINEL-2A_40697,RELATIVE ORBIT 10,0.6221728485320001,0.01421299,44.1929016,-46.6585999,2017-09-10 14:10:09,-3,2017-09-10 11:10:09,R010,1
240,240,342395,834033,Sun Sep 10 15:50:51 2017,SENTINEL-2A_40697,RELATIVE ORBIT 11,0.6221728485320001,0.01416122,44.1896019,-71.8345032,2017-09-10 15:50:51,-5,2017-09-10 10:50:51,R011,1
241,241,342404,834052,Sun Sep 10 17:31:33 2017,SENTINEL-2A_40697,RELATIVE ORBIT 12,0.6221728485320001,0.01412111,44.1862984,-97.010498,2017-09-10 17:31:33,-6,2017-09-10 11:31:33,R012,1
242,242,342413,834071,Sun Sep 10 19:12:15 2017,SENTINEL-2A_40697,RELATIVE ORBIT 13,0.6221728485320001,0.01409915,44.1831017,-122.1869965,2017-09-10 19:12:15,-8,2017-09-10 11:12:15,R013,1
243,243,342421,834089,Sun Sep 10 20:52:57 2017,SENTINEL-2A_40697,RELATIVE ORBIT 14,0.6221728485320001,0.01410099,44.1797981,-147.3630066,2017-09-10 20:52:57,-10,2017-09-10 10:52:57,R014,1
244,244,342430,834108,Sun Sep 10 22:33:39 2017,SENTINEL-2A_40697,RELATIVE ORBIT 15,0.6221728485320001,0.01412507,44.1766014,-172.5390015,2017-09-10 22:33:39,-12,2017-09-10 10:33:39,R015,1
245,245,342439,834127,Mon Sep 11 00:14:21 2017,SENTINEL-2A_40697,RELATIVE ORBIT 16,0.6221728485320001,0.01416656,44.1734009,162.2850037,2017-09-11 00:14:21,11,2017-09-11 11:14:21,R016,1
246,246,342448,834146,Mon Sep 11 01:55:03 2017,SENTINEL-2A_40697,RELATIVE ORBIT 17,0.6221728485320001,0.01421729,44.1701012,137.1089935,2017-09-11 01:55:03,9,2017-09-11 10:55:03,R017,1
247,247,342457,834164,Mon Sep 11 03:35:45 2017,SENTINEL-2A_40697,RELATIVE ORBIT 18,0.622173194258,0.01426642,44.1669006,111.9329987,2017-09-11 03:35:45,7,2017-09-11 10:35:45,R018,1
248,248,342466,834182,Mon Sep 11 05:16:27 2017,SENTINEL-2A_40697,RELATIVE ORBIT 19,0.6221728485320001,0.01430585,44.1636009,86.757103,2017-09-11 05:16:27,6,2017-09-11 11:16:27,R019,1
249,249,342475,834200,Mon Sep 11 06:57:09 2017,SENTINEL-2A_40697,RELATIVE ORBIT 20,0.6221728485320001,0.01432697,44.1601982,61.5810013,2017-09-11 06:57:09,4,2017-09-11 10:57:09,R020,1
250,250,342485,834219,Mon Sep 11 08:37:51 2017,SENTINEL-2A_40697,RELATIVE ORBIT 21,0.6221728485320001,0.01432536,44.1568985,36.4049988,2017-09-11 08:37:51,2,2017-09-11 10:37:51,R021,1
251,251,342495,834238,Mon Sep 11 10:18:33 2017,SENTINEL-2A_40697,RELATIVE ORBIT 22,0.6221728485320001,0.01430099,44.1535988,11.2290001,2017-09-11 10:18:33,1,2017-09-11 11:18:33,R022,1
252,252,342504,834256,Mon Sep 11 11:59:15 2017,SENTINEL-2A_40697,RELATIVE ORBIT 23,0.6221728485320001,0.01425811,44.1501999,-13.9469995,2017-09-11 11:59:15,-1,2017-09-11 10:59:15,R023,1
253,253,342513,834274,Mon Sep 11 13:39:57 2017,SENTINEL-2A_40697,RELATIVE ORBIT 24,0.6221728485320001,0.01420355,44.1469002,-39.1230011,2017-09-11 13:39:57,-3,2017-09-11 10:39:57,R024,1
254,254,342523,834293,Mon Sep 11 15:20:39 2017,SENTINEL-2A_40697,RELATIVE ORBIT 25,0.6221728485320001,0.01414896,44.1436005,-64.2990036,2017-09-11 15:20:39,-4,2017-09-11 11:20:39,R025,1
255,255,319522,779118,Mon Sep 11 00:48:23 2017,SENTINEL-2A_40697,RELATIVE ORBIT 16,1.39331010387,0.01211644,-74.54889679999998,112.6060028,2017-09-11 00:48:23,8,2017-09-11 08:48:23,R016,1
256,256,216937,529132,Fri Sep  8 00:36:01 2017,SENTINEL-2A_40697,RELATIVE ORBIT 116,0.8383413356730001,0.00701481,-67.2815018,127.5429993,2017-09-08 00:36:01,9,2017-09-08 09:36:01,R116,1
257,257,114210,278993,Tue Sep  5 00:26:34 2017,SENTINEL-2A_40697,RELATIVE ORBIT 73,0.904587414074,0.0063204,-69.2705002,127.5550003,2017-09-05 00:26:34,9,2017-09-05 09:26:34,R073,1
258,258,11863,28765,Sat Sep  2 00:17:02 2017,SENTINEL-2A_40697,RELATIVE ORBIT 30,1.02742362373,0.0069078,-70.9610977,127.5289993,2017-09-02 00:17:02,9,2017-09-02 09:17:02,R030,1
259,259,250090,610681,Sat Sep  9 00:07:23 2017,SENTINEL-2A_40697,RELATIVE ORBIT 130,1.10859447346,0.01184256,-72.3478012,127.5879974,2017-09-09 00:07:23,9,2017-09-09 09:07:23,R130,1
260,260,45073,110328,Sat Sep  2 23:48:01 2017,SENTINEL-2A_40697,RELATIVE ORBIT 44,1.3933091674200002,0.01028231,-74.6242981,127.5039978,2017-09-02 23:48:01,9,2017-09-03 08:48:01,R044,1
261,261,283855,691944,Sat Sep  9 23:35:37 2017,SENTINEL-2A_40697,RELATIVE ORBIT 1,0.8383413356730001,0.01159572,-67.3780975,142.5420074,2017-09-09 23:35:37,10,2017-09-10 09:35:37,R001,1
262,262,180921,441875,Wed Sep  6 23:26:10 2017,SENTINEL-2A_40697,RELATIVE ORBIT 101,0.931111400704,0.00672109,-69.3518982,142.5469971,2017-09-06 23:26:10,10,2017-09-07 09:26:10,R101,1
263,263,78686,191689,Sun Sep  3 23:16:38 2017,SENTINEL-2A_40697,RELATIVE ORBIT 58,1.0274244830200001,0.00840175,-71.0381012,142.5070038,2017-09-03 23:16:38,10,2017-09-04 09:16:38,R058,1
264,264,317017,773233,Sun Sep 10 23:06:59 2017,SENTINEL-2A_40697,RELATIVE ORBIT 15,1.10859358896,0.01144752,-72.4285965,142.5390015,2017-09-10 23:06:59,10,2017-09-11 09:06:59,R015,1
265,265,9497,22862,Fri Sep  1 22:35:15 2017,SENTINEL-2A_40697,RELATIVE ORBIT 29,0.8383413356730001,0.00649379,-67.4664001,157.5359955,2017-09-01 22:35:15,11,2017-09-02 09:35:15,R029,1
266,266,247734,604788,Fri Sep  8 22:25:46 2017,SENTINEL-2A_40697,RELATIVE ORBIT 129,0.931111400703,0.01086722,-69.4461975,157.5249939,2017-09-08 22:25:46,11,2017-09-09 09:25:46,R129,1
267,267,145437,354681,Tue Sep  5 22:16:13 2017,SENTINEL-2A_40697,RELATIVE ORBIT 86,1.0274244830200001,0.00899291,-71.06349950000002,157.5700073,2017-09-05 22:16:13,11,2017-09-06 09:16:13,R086,1
268,268,42571,104481,Sat Sep  2 22:06:36 2017,SENTINEL-2A_40697,RELATIVE ORBIT 43,1.10859447346,0.00664012,-72.4564972,157.5800018,2017-09-02 22:06:36,11,2017-09-03 09:06:36,R043,1
269,269,281490,686327,Sat Sep  9 21:56:54 2017,SENTINEL-2A_40697,RELATIVE ORBIT 143,1.26315699586,0.01367853,-73.6579971,157.5709991,2017-09-09 21:56:54,11,2017-09-10 08:56:54,R143,1
270,270,178559,436130,Wed Sep  6 21:47:11 2017,SENTINEL-2A_40697,RELATIVE ORBIT 100,1.39331010387,0.01127446,-74.6720963,157.5890045,2017-09-06 21:47:11,11,2017-09-07 08:47:11,R100,1
271,271,76322,185802,Sun Sep  3 21:34:51 2017,SENTINEL-2A_40697,RELATIVE ORBIT 57,0.838340576909,0.00628314,-67.5462036,172.5480042,2017-09-03 21:34:51,12,2017-09-04 09:34:51,R057,1
272,272,314669,767481,Sun Sep 10 21:25:22 2017,SENTINEL-2A_40697,RELATIVE ORBIT 14,0.931111400703,0.0127245,-69.5302963,172.5140076,2017-09-10 21:25:22,12,2017-09-11 09:25:22,R014,1
273,273,212208,517569,Thu Sep  7 21:15:49 2017,SENTINEL-2A_40697,RELATIVE ORBIT 114,1.0274244830200001,0.00981084,-71.1433029,172.5429993,2017-09-07 21:15:49,12,2017-09-08 09:15:49,R114,1
274,274,109370,267417,Mon Sep  4 21:06:12 2017,SENTINEL-2A_40697,RELATIVE ORBIT 71,1.15532493156,0.00829105,-72.5317993,172.5379944,2017-09-04 21:06:12,12,2017-09-05 09:06:12,R071,1
275,275,7150,17147,Fri Sep  1 20:56:31 2017,SENTINEL-2A_40697,RELATIVE ORBIT 28,1.26315699586,0.01018635,-73.6889038,172.5950012,2017-09-01 20:56:31,12,2017-09-02 08:56:31,R028,1
276,276,245364,599137,Fri Sep  8 20:46:46 2017,SENTINEL-2A_40697,RELATIVE ORBIT 128,1.39331010387,0.01341986,-74.7090988,172.602005,2017-09-08 20:46:46,12,2017-09-09 08:46:46,R128,1
277,277,245364,599137,Fri Sep  8 20:46:46 2017,SENTINEL-2A_40697,RELATIVE ORBIT 128,1.39331010387,0.01341986,-74.7090988,172.602005,2017-09-08 20:46:46,12,2017-09-09 08:46:46,R128,1
278,278,7150,17147,Fri Sep  1 20:56:31 2017,SENTINEL-2A_40697,RELATIVE ORBIT 28,1.26315699586,0.01018635,-73.6889038,172.5950012,2017-09-01 20:56:31,12,2017-09-02 08:56:31,R028,1
279,279,109370,267417,Mon Sep  4 21:06:12 2017,SENTINEL-2A_40697,RELATIVE ORBIT 71,1.15532493156,0.00829105,-72.5317993,172.5379944,2017-09-04 21:06:12,12,2017-09-05 09:06:12,R071,1
280,280,212208,517569,Thu Sep  7 21:15:49 2017,SENTINEL-2A_40697,RELATIVE ORBIT 114,1.0274244830200001,0.00981084,-71.1433029,172.5429993,2017-09-07 21:15:49,12,2017-09-08 09:15:49,R114,1
281,281,314669,767481,Sun Sep 10 21:25:22 2017,SENTINEL-2A_40697,RELATIVE ORBIT 14,0.931111400703,0.0127245,-69.5302963,172.5140076,2017-09-10 21:25:22,12,2017-09-11 09:25:22,R014,1
282,282,76322,185802,Sun Sep  3 21:34:51 2017,SENTINEL-2A_40697,RELATIVE ORBIT 57,0.838340576909,0.00628314,-67.5462036,172.5480042,2017-09-03 21:34:51,12,2017-09-04 09:34:51,R057,1
283,283,178559,436130,Wed Sep  6 21:47:11 2017,SENTINEL-2A_40697,RELATIVE ORBIT 100,1.39331010387,0.01127446,-74.6720963,157.5890045,2017-09-06 21:47:11,11,2017-09-07 08:47:11,R100,1
284,284,281490,686327,Sat Sep  9 21:56:54 2017,SENTINEL-2A_40697,RELATIVE ORBIT 143,1.26315699586,0.01367853,-73.6579971,157.5709991,2017-09-09 21:56:54,11,2017-09-10 08:56:54,R143,1
285,285,42571,104481,Sat Sep  2 22:06:36 2017,SENTINEL-2A_40697,RELATIVE ORBIT 43,1.10859447346,0.00664012,-72.4564972,157.5800018,2017-09-02 22:06:36,11,2017-09-03 09:06:36,R043,1
286,286,145437,354681,Tue Sep  5 22:16:13 2017,SENTINEL-2A_40697,RELATIVE ORBIT 86,1.0274244830200001,0.00899291,-71.06349950000002,157.5700073,2017-09-05 22:16:13,11,2017-09-06 09:16:13,R086,1
287,287,247734,604788,Fri Sep  8 22:25:46 2017,SENTINEL-2A_40697,RELATIVE ORBIT 129,0.931111400703,0.01086722,-69.4461975,157.5249939,2017-09-08 22:25:46,11,2017-09-09 09:25:46,R129,1
288,288,9497,22862,Fri Sep  1 22:35:15 2017,SENTINEL-2A_40697,RELATIVE ORBIT 29,0.8383413356730001,0.00649379,-67.4664001,157.5359955,2017-09-01 22:35:15,11,2017-09-02 09:35:15,R029,1
289,289,111847,273277,Mon Sep  4 22:47:36 2017,SENTINEL-2A_40697,RELATIVE ORBIT 72,1.39331010387,0.01091334,-74.6470032,142.5509949,2017-09-04 22:47:36,10,2017-09-05 08:47:36,R072,1
290,290,111847,273277,Mon Sep  4 22:47:36 2017,SENTINEL-2A_40697,RELATIVE ORBIT 72,1.39331010387,0.01091334,-74.6470032,142.5509949,2017-09-04 22:47:36,10,2017-09-05 08:47:36,R072,1
291,291,214584,523440,Thu Sep  7 22:57:19 2017,SENTINEL-2A_40697,RELATIVE ORBIT 115,1.26315659867,0.01023987,-73.6192017,142.5469971,2017-09-07 22:57:19,10,2017-09-08 08:57:19,R115,1
292,292,317017,773233,Sun Sep 10 23:06:59 2017,SENTINEL-2A_40697,RELATIVE ORBIT 15,1.10859358896,0.01144752,-72.4285965,142.5390015,2017-09-10 23:06:59,10,2017-09-11 09:06:59,R015,1
293,293,78686,191689,Sun Sep  3 23:16:38 2017,SENTINEL-2A_40697,RELATIVE ORBIT 58,1.0274244830200001,0.00840175,-71.0381012,142.5070038,2017-09-03 23:16:38,10,2017-09-04 09:16:38,R058,1
294,294,180921,441875,Wed Sep  6 23:26:10 2017,SENTINEL-2A_40697,RELATIVE ORBIT 101,0.931111400704,0.00672109,-69.3518982,142.5469971,2017-09-06 23:26:10,10,2017-09-07 09:26:10,R101,1
295,295,283855,691944,Sat Sep  9 23:35:37 2017,SENTINEL-2A_40697,RELATIVE ORBIT 1,0.8383413356730001,0.01159572,-67.3780975,142.5420074,2017-09-09 23:35:37,10,2017-09-10 09:35:37,R001,1
296,296,45073,110328,Sat Sep  2 23:48:01 2017,SENTINEL-2A_40697,RELATIVE ORBIT 44,1.3933091674200002,0.01028231,-74.6242981,127.5039978,2017-09-02 23:48:01,9,2017-09-03 08:48:01,R044,1
297,297,147793,360462,Tue Sep  5 23:57:43 2017,SENTINEL-2A_40697,RELATIVE ORBIT 87,1.26315699586,0.00847842,-73.5428009,127.6139984,2017-09-05 23:57:43,9,2017-09-06 08:57:43,R087,1
298,298,250090,610681,Sat Sep  9 00:07:23 2017,SENTINEL-2A_40697,RELATIVE ORBIT 130,1.10859447346,0.01184256,-72.3478012,127.5879974,2017-09-09 00:07:23,9,2017-09-09 09:07:23,R130,1
299,299,11863,28765,Sat Sep  2 00:17:02 2017,SENTINEL-2A_40697,RELATIVE ORBIT 30,1.02742362373,0.0069078,-70.9610977,127.5289993,2017-09-02 00:17:02,9,2017-09-02 09:17:02,R030,1
300,300,114210,278993,Tue Sep  5 00:26:34 2017,SENTINEL-2A_40697,RELATIVE ORBIT 73,0.904587414074,0.0063204,-69.2705002,127.5550003,2017-09-05 00:26:34,9,2017-09-05 09:26:34,R073,1
301,301,216937,529132,Fri Sep  8 00:36:01 2017,SENTINEL-2A_40697,RELATIVE ORBIT 116,0.8383413356730001,0.00701481,-67.2815018,127.5429993,2017-09-08 00:36:01,9,2017-09-08 09:36:01,R116,1
302,302,319522,779118,Mon Sep 11 00:48:23 2017,SENTINEL-2A_40697,RELATIVE ORBIT 16,1.39331010387,0.01211644,-74.54889679999998,112.6060028,2017-09-11 00:48:23,8,2017-09-11 08:48:23,R016,1
303,303,147793,360462,Tue Sep  5 23:57:43 2017,SENTINEL-2A_40697,RELATIVE ORBIT 87,1.26315699586,0.00847842,-73.5428009,127.6139984,2017-09-05 23:57:43,9,2017-09-06 08:57:43,R087,1
304,304,214584,523440,Thu Sep  7 22:57:19 2017,SENTINEL-2A_40697,RELATIVE ORBIT 115,1.26315659867,0.01023987,-73.6192017,142.5469971,2017-09-07 22:57:19,10,2017-09-08 08:57:19,R115,1
